Data da Venda,Nome do Produto,Quantidade Vendida,Valor Unitário (R$),Valor Total (R$),Franquia,Nome do Vendedor,Localização da Franquia,Canal de Venda
2024-01-07,Chocolate Com Avelã,18,38.42,691.56,ChocoFranq 10,Nicolas Rezende,RS,Online
2023-09-24,Chocolate Vegano,6,37.83,226.98,ChocoFranq 7,Rafael Moura,PR,Online
2024-01-31,Chocolate Recheado,6,29.9,179.4,ChocoFranq 8,Nicole Rodrigues,DF,Franquia
2023-12-26,Chocolate Com Amêndoas,9,24.76,222.84,ChocoFranq 2,Lorenzo Silva,SP,Franquia
2023-11-14,Chocolate Diet,9,13.23,119.07,ChocoFranq 3,Ana Júlia Santos,CE,Online
2023-03-07,Chocolate Branco,8,12.99,103.92,ChocoFranq 8,Marcela Dias,PR,Franquia
2023-07-05,Chocolate Branco,1,48.97,48.97,ChocoFranq 8,Leandro Moreira,RS,Online
2023-11-24,Chocolate Recheado,5,44.46,222.3,ChocoFranq 3,Fernando Silva,SC,Online
2023-02-27,Chocolate Com Morango,2,29.29,58.58,ChocoFranq 4,Rafael Moura,RJ,Online
2024-01-11,Chocolate Meio Amargo,3,18.5,55.5,ChocoFranq 10,Davi Lucas Costa,PR,Franquia
2023-06-21,Chocolate Com Caramelo,2,47.53,95.06,ChocoFranq 4,Olivia da Mota,PR,Online
2023-09-26,Chocolate Vegano,9,12.31,110.79,ChocoFranq 6,Leandro Oliveira,SC,Franquia
2023-03-26,Chocolate Diet,10,38.53,385.3,ChocoFranq 3,Isadora Moura,MG,Online
2023-09-05,Chocolate Zero Açúcar,14,25.19,352.66,ChocoFranq 5,Valentina Teixeira,PE,Franquia
2023-02-18,Chocolate Com Menta,12,6.12,73.44,ChocoFranq 8,Ana Júlia Santos,DF,Online
2023-12-23,Chocolate Recheado,1,5.59,5.59,ChocoFranq 2,Davi Lucas Costa,MG,Franquia
2023-05-01,Chocolate Vegano,17,22.47,381.99,ChocoFranq 3,Davi Lucca da Cunha,PR,Online
2023-05-14,Chocolate Branco,14,28.96,405.44,ChocoFranq 3,Leandro Oliveira,RJ,Franquia
2023-01-16,Chocolate Branco,10,31.24,312.4,ChocoFranq 5,Leandro Oliveira,PE,Franquia
2023-02-05,Chocolate Com Caramelo,12,31.84,382.08,ChocoFranq 2,Davi Lucas Costa,RS,Franquia
2024-04-13,Chocolate 70% Cacau,5,10.78,53.9,ChocoFranq 1,Rafael Moura,SP,Franquia
2023-01-25,Chocolate Com Morango,20,22.9,458.0,ChocoFranq 7,Rafael Moura,BA,Franquia
2023-04-08,Chocolate Com Castanha,4,43.29,173.16,ChocoFranq 8,Davi Lucas Costa,BA,Franquia
2023-12-31,Chocolate Vegano,15,21.69,325.35,ChocoFranq 8,Calebe Freitas,DF,Franquia
2024-04-18,Chocolate Recheado,4,28.2,112.8,ChocoFranq 2,João Gabriel Cavalcanti,SC,Online
2024-05-07,Chocolate Com Castanha,2,18.25,36.5,ChocoFranq 2,Alexandre Freitas,MG,Online
2023-08-31,Chocolate Com Avelã,14,13.98,195.72,ChocoFranq 3,Henrique Araújo,DF,Online
2023-11-01,Chocolate Com Caramelo,6,21.56,129.36,ChocoFranq 3,Henrique Araújo,RS,Online
2023-07-28,Chocolate Com Morango,5,23.92,119.6,ChocoFranq 10,Leandro Moreira,RS,Franquia
2023-04-23,Chocolate Com Castanha,20,47.58,951.6,ChocoFranq 4,Henrique Araújo,MG,Franquia
2023-10-10,Chocolate Branco,16,40.53,648.48,ChocoFranq 3,Isaac Costa,MG,Online
2023-11-18,Chocolate Ao Leite,19,35.63,676.97,ChocoFranq 5,Leandro Oliveira,PE,Franquia
2023-12-24,Chocolate Vegano,10,49.86,498.6,ChocoFranq 3,Olivia da Mota,BA,Franquia
2023-12-08,Chocolate Com Menta,19,28.26,536.94,ChocoFranq 10,Calebe Freitas,RS,Online
2023-12-10,Chocolate Trufado,16,49.7,795.2,ChocoFranq 7,Nicolas Rezende,CE,Online
2024-01-19,Chocolate Com Morango,3,43.32,129.96,ChocoFranq 2,Nicole Rodrigues,BA,Online
2023-10-05,Chocolate Com Menta,5,40.63,203.15,ChocoFranq 4,Nicolas Rezende,RS,Online
2023-08-04,Chocolate Ao Leite,9,21.72,195.48,ChocoFranq 6,Nicole Rodrigues,DF,Online
2023-10-12,Chocolate Vegano,13,36.61,475.93,ChocoFranq 7,Lorenzo Silva,RS,Online
2023-06-05,Chocolate Recheado,5,40.2,201.0,ChocoFranq 2,Nicolas Rezende,BA,Online
2024-03-16,Chocolate 70% Cacau,11,41.83,460.13,ChocoFranq 10,Lorenzo Silva,PR,Franquia
2024-02-09,Chocolate Branco,15,43.08,646.2,ChocoFranq 8,Henrique Araújo,PR,Online
2023-07-15,Chocolate Branco,18,39.78,716.04,ChocoFranq 4,Henrique Araújo,PE,Online
2023-03-26,Chocolate Com Morango,16,24.66,394.56,ChocoFranq 7,Isaac Costa,CE,Online
2024-01-17,Chocolate Recheado,15,45.88,688.2,ChocoFranq 2,Juliana Pinto,SC,Online
2023-04-11,Chocolate Meio Amargo,4,45.82,183.28,ChocoFranq 9,Lorenzo Silva,DF,Online
2023-02-13,Chocolate Meio Amargo,4,45.14,180.56,ChocoFranq 1,Valentina Teixeira,SP,Franquia
2023-05-26,Chocolate Com Castanha,11,48.55,534.05,ChocoFranq 8,Sr. Breno Silva,RS,Franquia
2024-04-05,Chocolate Vegano,1,6.23,6.23,ChocoFranq 1,Juliana Farias,CE,Online
2024-02-17,Chocolate Trufado,1,15.02,15.02,ChocoFranq 3,Luiz Gustavo Carvalho,BA,Online
2023-05-04,Chocolate Com Avelã,16,10.51,168.16,ChocoFranq 10,Davi Lucas Costa,DF,Online
2023-10-21,Chocolate Diet,17,39.84,677.28,ChocoFranq 9,Alexandre Freitas,SC,Franquia
2023-11-13,Chocolate Com Castanha,17,37.16,631.72,ChocoFranq 1,Isadora Moura,SP,Franquia
2024-02-09,Chocolate Com Amêndoas,18,21.62,389.16,ChocoFranq 3,Rafael Moura,RS,Franquia
2023-07-16,Chocolate Com Morango,18,11.05,198.9,ChocoFranq 8,Leandro Oliveira,BA,Online
2023-05-08,Chocolate Meio Amargo,5,47.59,237.95,ChocoFranq 6,Leandro Moreira,RJ,Online
2024-04-29,Chocolate 70% Cacau,2,48.19,96.38,ChocoFranq 7,Davi Lucca da Cunha,PR,Online
2023-05-20,Chocolate Com Avelã,5,31.06,155.3,ChocoFranq 4,Rafael Moura,RJ,Online
2023-11-09,Chocolate Com Castanha,16,35.99,575.84,ChocoFranq 7,João Gabriel Cavalcanti,PR,Franquia
2023-05-14,Chocolate Vegano,12,12.26,147.12,ChocoFranq 6,Marcela Dias,CE,Online
2023-12-15,Chocolate Diet,6,22.07,132.42,ChocoFranq 6,Alexandre Freitas,SP,Franquia
2023-02-02,Chocolate Trufado,11,42.47,467.17,ChocoFranq 2,Lorenzo Silva,SP,Franquia
2024-02-08,Chocolate Meio Amargo,2,9.37,18.74,ChocoFranq 10,Davi Lucca da Cunha,SC,Online
2024-01-22,Chocolate Zero Açúcar,20,47.1,942.0,ChocoFranq 9,Catarina Farias,RS,Franquia
2023-02-16,Chocolate 70% Cacau,13,31.88,414.44,ChocoFranq 5,Catarina Farias,SC,Franquia
2023-09-09,Chocolate Com Amêndoas,19,21.02,399.38,ChocoFranq 8,Kamilly Sales,RS,Online
2024-05-13,Chocolate Meio Amargo,10,27.76,277.6,ChocoFranq 8,Isaac Costa,MG,Franquia
2023-05-30,Chocolate Com Morango,19,13.63,258.97,ChocoFranq 10,Maria Fernanda Costa,CE,Franquia
2024-05-09,Chocolate Com Amêndoas,20,15.6,312.0,ChocoFranq 2,Guilherme Porto,SP,Franquia
2023-03-06,Chocolate Meio Amargo,4,40.95,163.8,ChocoFranq 4,Leandro Oliveira,BA,Online
2023-01-27,Chocolate Branco,11,27.8,305.8,ChocoFranq 2,João Gabriel Cavalcanti,SP,Online
2023-05-22,Chocolate 70% Cacau,2,11.49,22.98,ChocoFranq 3,Dr. Ryan Caldeira,RJ,Franquia
2023-10-12,Chocolate Diet,17,26.31,447.27,ChocoFranq 2,João Gabriel Cavalcanti,SC,Franquia
2023-06-15,Chocolate Com Morango,19,20.83,395.77,ChocoFranq 4,Maria Fernanda Costa,PE,Online
2023-03-19,Chocolate Zero Açúcar,10,24.17,241.7,ChocoFranq 4,Rafaela Peixoto,SC,Franquia
2024-01-04,Chocolate Com Caramelo,11,44.95,494.45,ChocoFranq 7,Leandro Oliveira,DF,Online
2023-05-28,Chocolate 70% Cacau,20,10.2,204.0,ChocoFranq 7,Dr. Enzo Gabriel Fogaça,SC,Franquia
2023-08-18,Chocolate Diet,8,32.12,256.96,ChocoFranq 8,Olivia da Mota,DF,Franquia
2023-09-11,Chocolate Com Avelã,20,36.69,733.8,ChocoFranq 8,Juliana Pinto,RS,Online
2023-12-14,Chocolate Com Castanha,10,37.86,378.6,ChocoFranq 5,Davi Lucca da Cunha,SP,Online
2024-02-25,Chocolate Com Morango,11,13.94,153.34,ChocoFranq 10,Valentina Teixeira,CE,Online
2023-02-07,Chocolate Com Morango,20,11.53,230.6,ChocoFranq 9,Davi Lucca da Cunha,MG,Franquia
2023-11-08,Chocolate Com Amêndoas,3,49.76,149.28,ChocoFranq 8,Lorenzo Silva,RS,Franquia
2023-06-01,Chocolate Trufado,3,38.36,115.08,ChocoFranq 2,Guilherme Porto,CE,Online
2023-08-14,Chocolate Com Castanha,12,49.44,593.28,ChocoFranq 8,Catarina Farias,PR,Online
2023-06-04,Chocolate Com Morango,19,8.07,153.33,ChocoFranq 9,Leandro Oliveira,CE,Online
2024-02-27,Chocolate Com Amêndoas,3,15.39,46.17,ChocoFranq 9,Marcela Dias,PE,Franquia
2024-01-30,Chocolate Com Morango,6,23.46,140.76,ChocoFranq 7,Fernando Silva,PR,Online
2023-10-17,Chocolate Meio Amargo,14,26.25,367.5,ChocoFranq 2,Guilherme Porto,MG,Franquia
2024-04-05,Chocolate Meio Amargo,13,37.45,486.85,ChocoFranq 8,Valentina Teixeira,SP,Franquia
2023-11-09,Chocolate Com Menta,19,35.4,672.6,ChocoFranq 1,Olivia da Mota,SP,Online
2024-04-07,Chocolate Zero Açúcar,18,33.77,607.86,ChocoFranq 5,Luiz Gustavo Carvalho,SP,Online
2023-02-22,Chocolate Com Avelã,16,37.73,603.68,ChocoFranq 3,Fernando Silva,RJ,Online
2024-02-28,Chocolate Com Castanha,19,24.36,462.84,ChocoFranq 4,Maria Fernanda Costa,DF,Franquia
2023-08-19,Chocolate Com Caramelo,20,20.53,410.6,ChocoFranq 2,Olivia da Mota,RS,Online
2023-11-17,Chocolate Recheado,14,10.98,153.72,ChocoFranq 4,Luiz Gustavo Carvalho,CE,Online
2023-07-31,Chocolate Com Morango,3,19.29,57.87,ChocoFranq 5,Leandro Moreira,PR,Franquia
2024-04-21,Chocolate Recheado,3,22.77,68.31,ChocoFranq 8,Leandro Moreira,MG,Franquia
2023-10-22,Chocolate Com Caramelo,7,15.4,107.8,ChocoFranq 2,Sr. Breno Silva,SP,Franquia
2023-04-01,Chocolate Recheado,9,25.69,231.21,ChocoFranq 2,Dr. Ryan Caldeira,CE,Online
2023-06-07,Chocolate Com Amêndoas,14,24.34,340.76,ChocoFranq 10,Maria Fernanda Costa,PR,Franquia
2023-08-07,Chocolate Zero Açúcar,15,49.61,744.15,ChocoFranq 2,Davi Lucas Costa,MG,Online
2023-12-18,Chocolate Com Avelã,5,30.79,153.95,ChocoFranq 2,Henrique Araújo,DF,Franquia
2023-04-02,Chocolate Com Amêndoas,10,32.6,326.0,ChocoFranq 1,João Gabriel Cavalcanti,PE,Franquia
2024-01-17,Chocolate Recheado,16,45.0,720.0,ChocoFranq 1,Marcela Dias,PR,Online
2023-09-14,Chocolate Trufado,20,43.33,866.6,ChocoFranq 10,Olivia da Mota,RS,Franquia
2023-04-26,Chocolate Ao Leite,1,14.35,14.35,ChocoFranq 2,Davi Lucas Costa,SP,Online
2024-01-19,Chocolate Com Morango,4,36.47,145.88,ChocoFranq 8,Dr. Ryan Caldeira,SP,Franquia
2024-05-13,Chocolate Meio Amargo,8,43.23,345.84,ChocoFranq 10,Alexandre Freitas,BA,Online
2023-12-08,Chocolate 70% Cacau,13,23.02,299.26,ChocoFranq 4,Sr. Breno Silva,SC,Online
2024-04-09,Chocolate Recheado,2,32.13,64.26,ChocoFranq 1,Calebe Freitas,CE,Franquia
2024-04-26,Chocolate Com Morango,20,30.55,611.0,ChocoFranq 7,Catarina Farias,CE,Franquia
2023-06-27,Chocolate Com Castanha,14,39.49,552.86,ChocoFranq 9,Maria Fernanda Costa,SC,Online
2023-10-09,Chocolate 70% Cacau,6,38.95,233.7,ChocoFranq 1,Kamilly Sales,MG,Franquia
2023-06-26,Chocolate Com Castanha,20,13.75,275.0,ChocoFranq 2,Nicole Rodrigues,MG,Online
2024-02-18,Chocolate Trufado,5,15.49,77.45,ChocoFranq 5,Rafaela Peixoto,SP,Online
2024-01-28,Chocolate Branco,19,31.64,601.16,ChocoFranq 2,Dr. Ryan Caldeira,PE,Franquia
2023-07-05,Chocolate Branco,8,35.69,285.52,ChocoFranq 6,Isaac Costa,PE,Online
2023-12-25,Chocolate Diet,11,15.09,165.99,ChocoFranq 5,Fernando Silva,DF,Online
2023-04-16,Chocolate Ao Leite,12,42.7,512.4,ChocoFranq 10,Rafaela Peixoto,MG,Franquia
2023-05-28,Chocolate Vegano,20,26.03,520.6,ChocoFranq 7,Maria Fernanda Costa,DF,Franquia
2023-09-19,Chocolate Meio Amargo,14,48.13,673.82,ChocoFranq 4,Juliana Pinto,RJ,Franquia
2023-11-02,Chocolate Meio Amargo,18,13.49,242.82,ChocoFranq 2,Henrique Araújo,SC,Online
2023-01-21,Chocolate Com Menta,17,19.5,331.5,ChocoFranq 8,Dr. Ryan Caldeira,PE,Online
2023-10-30,Chocolate Com Castanha,1,30.34,30.34,ChocoFranq 1,Juliana Farias,SP,Online
2024-04-23,Chocolate Com Morango,15,19.0,285.0,ChocoFranq 4,Calebe Freitas,MG,Franquia
2024-01-18,Chocolate Com Castanha,11,48.89,537.79,ChocoFranq 9,Nicolas Rezende,BA,Franquia
2023-04-12,Chocolate Recheado,18,15.97,287.46,ChocoFranq 7,Henrique Araújo,SC,Franquia
2023-12-12,Chocolate Branco,11,8.84,97.24,ChocoFranq 7,João Gabriel Cavalcanti,PR,Online
2023-08-14,Chocolate Com Caramelo,11,22.88,251.68,ChocoFranq 4,João Gabriel Cavalcanti,MG,Online
2023-08-17,Chocolate Com Amêndoas,13,10.06,130.78,ChocoFranq 9,Nicolas Rezende,DF,Online
2023-01-18,Chocolate Diet,14,33.09,463.26,ChocoFranq 1,Lorenzo Silva,PE,Franquia
2023-10-28,Chocolate Ao Leite,20,12.27,245.4,ChocoFranq 9,Isadora Moura,DF,Online
2023-11-11,Chocolate Vegano,2,32.04,64.08,ChocoFranq 2,Alexandre Freitas,RS,Franquia
2023-01-28,Chocolate Com Avelã,4,42.09,168.36,ChocoFranq 9,Valentina Teixeira,SP,Online
2023-02-10,Chocolate Com Caramelo,20,11.72,234.4,ChocoFranq 8,Luiz Gustavo Carvalho,BA,Online
2023-01-07,Chocolate Com Castanha,17,41.86,711.62,ChocoFranq 10,Juliana Pinto,MG,Franquia
2024-04-27,Chocolate Recheado,8,36.76,294.08,ChocoFranq 2,Maria Fernanda Costa,BA,Franquia
2024-03-06,Chocolate Trufado,10,10.4,104.0,ChocoFranq 2,Leandro Moreira,PE,Online
2024-02-18,Chocolate Meio Amargo,19,27.95,531.05,ChocoFranq 3,Luiz Gustavo Carvalho,MG,Online
2023-09-09,Chocolate Zero Açúcar,13,27.9,362.7,ChocoFranq 6,Lorenzo Silva,CE,Online
2023-06-20,Chocolate Com Menta,5,27.73,138.65,ChocoFranq 6,Juliana Farias,SP,Franquia
2023-11-15,Chocolate Ao Leite,18,36.21,651.78,ChocoFranq 4,Guilherme Porto,MG,Online
2024-05-11,Chocolate Vegano,15,7.64,114.6,ChocoFranq 10,Davi Lucas Costa,BA,Franquia
2023-06-19,Chocolate Com Avelã,5,17.88,89.4,ChocoFranq 5,Leandro Moreira,RS,Online
2023-07-13,Chocolate Trufado,20,13.84,276.8,ChocoFranq 4,Rafaela Peixoto,PR,Online
2023-12-24,Chocolate Com Morango,12,18.66,223.92,ChocoFranq 5,Juliana Pinto,MG,Franquia
2024-03-15,Chocolate Ao Leite,11,14.21,156.31,ChocoFranq 3,Sr. Breno Silva,PR,Online
2023-08-27,Chocolate Trufado,2,29.09,58.18,ChocoFranq 10,Olivia da Mota,MG,Online
2023-02-20,Chocolate Com Caramelo,19,19.31,366.89,ChocoFranq 4,Leandro Moreira,RJ,Online
2023-05-29,Chocolate Com Caramelo,6,26.21,157.26,ChocoFranq 8,Nicole Rodrigues,DF,Franquia
2024-04-10,Chocolate Recheado,13,35.18,457.34,ChocoFranq 1,Juliana Farias,CE,Online
2023-05-17,Chocolate Recheado,11,36.41,400.51,ChocoFranq 3,Marcela Dias,BA,Online
2024-01-06,Chocolate Com Caramelo,10,20.43,204.3,ChocoFranq 10,Leandro Moreira,SC,Franquia
2023-03-03,Chocolate Vegano,12,43.47,521.64,ChocoFranq 9,Juliana Pinto,SP,Online
2023-10-12,Chocolate Recheado,19,26.03,494.57,ChocoFranq 2,Rafaela Peixoto,SP,Online
2024-04-13,Chocolate Zero Açúcar,1,7.87,7.87,ChocoFranq 5,Isadora Moura,SC,Online
2023-12-15,Chocolate Com Menta,5,24.88,124.4,ChocoFranq 9,Fernando Silva,PR,Franquia
2023-02-21,Chocolate Com Caramelo,1,37.82,37.82,ChocoFranq 4,Marcela Dias,PR,Franquia
2023-01-16,Chocolate Com Avelã,2,45.35,90.7,ChocoFranq 2,Fernando Silva,BA,Franquia
2023-04-29,Chocolate Com Avelã,3,21.97,65.91,ChocoFranq 4,Davi Lucca da Cunha,RS,Online
2023-05-11,Chocolate Com Castanha,4,41.6,166.4,ChocoFranq 7,Isaac Costa,DF,Franquia
2023-03-16,Chocolate Com Menta,1,48.61,48.61,ChocoFranq 2,Catarina Farias,BA,Franquia
2024-03-04,Chocolate Trufado,19,25.08,476.52,ChocoFranq 2,Rafael Moura,RS,Online
2024-03-19,Chocolate 70% Cacau,8,32.46,259.68,ChocoFranq 7,Lorenzo Silva,RJ,Online
2023-11-26,Chocolate Recheado,9,16.7,150.3,ChocoFranq 3,Henrique Araújo,RJ,Franquia
2023-05-15,Chocolate Com Caramelo,7,46.19,323.33,ChocoFranq 7,Dr. Enzo Gabriel Fogaça,CE,Online
2023-12-26,Chocolate Com Menta,2,35.17,70.34,ChocoFranq 10,Kamilly Sales,DF,Franquia
2023-12-15,Chocolate Com Castanha,19,25.47,483.93,ChocoFranq 8,Rafael Moura,DF,Franquia
2023-01-13,Chocolate Vegano,3,29.38,88.14,ChocoFranq 9,Maria Fernanda Costa,MG,Franquia
2023-10-08,Chocolate Recheado,4,25.22,100.88,ChocoFranq 5,Luiz Gustavo Carvalho,RS,Franquia
2023-05-15,Chocolate 70% Cacau,7,20.23,141.61,ChocoFranq 10,Rafael Moura,PR,Franquia
2024-04-02,Chocolate Trufado,6,24.77,148.62,ChocoFranq 7,Rafaela Peixoto,DF,Franquia
2023-06-01,Chocolate Trufado,5,22.9,114.5,ChocoFranq 5,Davi Lucca da Cunha,PE,Franquia
2023-06-06,Chocolate Com Caramelo,12,37.9,454.8,ChocoFranq 6,Davi Lucas Costa,SP,Online
2024-02-19,Chocolate Com Castanha,13,16.13,209.69,ChocoFranq 3,Sr. Breno Silva,RJ,Franquia
2023-10-02,Chocolate Com Avelã,3,10.38,31.14,ChocoFranq 1,Nicolas Rezende,CE,Franquia
2023-02-14,Chocolate Meio Amargo,17,23.89,406.13,ChocoFranq 6,Davi Lucca da Cunha,SP,Franquia
2023-09-14,Chocolate Com Castanha,11,40.96,450.56,ChocoFranq 9,Guilherme Porto,RS,Online
2024-02-12,Chocolate Meio Amargo,17,17.94,304.98,ChocoFranq 8,Maria Fernanda Costa,RS,Online
2024-02-14,Chocolate Com Menta,3,30.26,90.78,ChocoFranq 8,Dr. Ryan Caldeira,BA,Franquia
2023-09-04,Chocolate Com Morango,11,48.35,531.85,ChocoFranq 5,Leandro Oliveira,SC,Online
2024-03-01,Chocolate Zero Açúcar,13,44.12,573.56,ChocoFranq 2,Leandro Oliveira,DF,Franquia
2023-09-13,Chocolate Com Menta,8,17.94,143.52,ChocoFranq 8,João Gabriel Cavalcanti,CE,Franquia
2024-05-03,Chocolate Recheado,8,12.84,102.72,ChocoFranq 2,Ana Júlia Santos,MG,Online
2023-10-30,Chocolate Com Morango,2,37.54,75.08,ChocoFranq 10,Rafaela Peixoto,BA,Franquia
2024-02-02,Chocolate Com Caramelo,18,41.63,749.34,ChocoFranq 9,Dr. Enzo Gabriel Fogaça,MG,Franquia
2024-02-09,Chocolate Com Menta,2,45.7,91.4,ChocoFranq 5,Rafaela Peixoto,PE,Online
2024-03-06,Chocolate Meio Amargo,18,16.79,302.22,ChocoFranq 8,Lorenzo Silva,BA,Online
2023-06-19,Chocolate Com Amêndoas,10,21.34,213.4,ChocoFranq 8,Juliana Pinto,MG,Online
2023-10-07,Chocolate 70% Cacau,4,41.21,164.84,ChocoFranq 4,Juliana Farias,PE,Online
2023-01-08,Chocolate Vegano,18,13.96,251.28,ChocoFranq 9,Maria Fernanda Costa,CE,Franquia
2024-02-17,Chocolate Recheado,7,14.01,98.07,ChocoFranq 2,Luiz Gustavo Carvalho,RS,Online
2023-10-06,Chocolate Diet,7,42.27,295.89,ChocoFranq 4,Juliana Farias,SC,Online
2023-02-13,Chocolate Com Caramelo,2,43.82,87.64,ChocoFranq 10,Lorenzo Silva,SC,Online
2024-01-11,Chocolate Com Castanha,2,40.97,81.94,ChocoFranq 5,Nicolas Rezende,RJ,Franquia
2024-01-26,Chocolate Branco,8,9.71,77.68,ChocoFranq 7,Rafael Moura,RS,Online
2023-09-30,Chocolate Diet,5,34.23,171.15,ChocoFranq 8,Catarina Farias,PE,Online
2023-02-11,Chocolate Branco,16,22.4,358.4,ChocoFranq 3,Calebe Freitas,BA,Franquia
2024-01-09,Chocolate Ao Leite,20,44.84,896.8,ChocoFranq 7,Nicolas Rezende,DF,Online
2023-09-03,Chocolate Com Castanha,19,39.02,741.38,ChocoFranq 10,Davi Lucas Costa,RS,Online
2023-08-03,Chocolate Trufado,19,9.92,188.48,ChocoFranq 4,Fernando Silva,PR,Franquia
2023-05-04,Chocolate Com Morango,4,44.9,179.6,ChocoFranq 8,Luiz Gustavo Carvalho,SC,Online
2023-01-01,Chocolate Com Avelã,1,15.87,15.87,ChocoFranq 4,Olivia da Mota,RS,Online
2024-02-27,Chocolate Com Castanha,9,5.6,50.4,ChocoFranq 1,Fernando Silva,RJ,Online
2023-01-02,Chocolate Meio Amargo,9,15.08,135.72,ChocoFranq 5,Luiz Gustavo Carvalho,SP,Franquia
2023-12-09,Chocolate Meio Amargo,8,36.34,290.72,ChocoFranq 10,Nicole Rodrigues,PR,Online
2023-12-31,Chocolate Trufado,8,7.92,63.36,ChocoFranq 1,Leandro Moreira,BA,Franquia
2024-03-11,Chocolate Meio Amargo,18,33.78,608.04,ChocoFranq 7,Nicole Rodrigues,PE,Franquia
2024-04-30,Chocolate Vegano,15,15.87,238.05,ChocoFranq 7,Dr. Enzo Gabriel Fogaça,SP,Online
2023-12-15,Chocolate Com Morango,9,36.86,331.74,ChocoFranq 8,Lorenzo Silva,CE,Online
2024-02-28,Chocolate 70% Cacau,8,34.37,274.96,ChocoFranq 7,Guilherme Porto,CE,Franquia
2023-09-24,Chocolate Zero Açúcar,2,29.17,58.34,ChocoFranq 7,Olivia da Mota,RJ,Online
2023-03-20,Chocolate Com Amêndoas,15,49.88,748.2,ChocoFranq 6,Davi Lucca da Cunha,RS,Franquia
2024-04-14,Chocolate Com Morango,9,49.52,445.68,ChocoFranq 4,Leandro Moreira,CE,Franquia
2023-07-31,Chocolate Diet,9,6.5,58.5,ChocoFranq 5,Catarina Farias,RJ,Franquia
2023-03-07,Chocolate Com Morango,16,24.46,391.36,ChocoFranq 7,Maria Fernanda Costa,SP,Franquia
2023-01-16,Chocolate Com Morango,19,6.42,121.98,ChocoFranq 3,Marcela Dias,DF,Franquia
2023-01-17,Chocolate Vegano,17,27.94,474.98,ChocoFranq 8,Ana Júlia Santos,PR,Franquia
2023-03-02,Chocolate Trufado,16,13.2,211.2,ChocoFranq 5,Davi Lucca da Cunha,BA,Franquia
2024-01-04,Chocolate Com Amêndoas,20,7.47,149.4,ChocoFranq 4,Rafael Moura,RJ,Online
2023-03-18,Chocolate Recheado,12,48.42,581.04,ChocoFranq 5,Valentina Teixeira,CE,Online
2023-08-05,Chocolate 70% Cacau,5,21.11,105.55,ChocoFranq 3,Juliana Pinto,CE,Online
2023-01-05,Chocolate Diet,10,31.08,310.8,ChocoFranq 6,Alexandre Freitas,RS,Franquia
2023-04-07,Chocolate Branco,20,43.16,863.2,ChocoFranq 5,Lorenzo Silva,MG,Franquia
2023-04-13,Chocolate Com Caramelo,1,12.01,12.01,ChocoFranq 7,Maria Fernanda Costa,MG,Franquia
2024-04-02,Chocolate Branco,8,17.37,138.96,ChocoFranq 9,Davi Lucca da Cunha,RJ,Online
2024-02-19,Chocolate Branco,20,16.29,325.8,ChocoFranq 7,Rafael Moura,SC,Online
2023-09-27,Chocolate Com Caramelo,19,37.54,713.26,ChocoFranq 10,João Gabriel Cavalcanti,PR,Online
2023-07-22,Chocolate Com Caramelo,8,7.92,63.36,ChocoFranq 10,Alexandre Freitas,DF,Franquia
2023-12-01,Chocolate Diet,15,37.69,565.35,ChocoFranq 5,Calebe Freitas,MG,Online
2024-03-23,Chocolate Com Amêndoas,5,41.13,205.65,ChocoFranq 3,Henrique Araújo,DF,Online
2023-08-14,Chocolate Diet,19,5.68,107.92,ChocoFranq 7,Catarina Farias,RS,Franquia
2024-02-17,Chocolate Recheado,8,14.69,117.52,ChocoFranq 8,Marcela Dias,CE,Online
2023-03-25,Chocolate Com Menta,10,46.08,460.8,ChocoFranq 8,João Gabriel Cavalcanti,RJ,Online
2023-08-25,Chocolate Diet,11,41.16,452.76,ChocoFranq 3,Olivia da Mota,RS,Franquia
2023-05-05,Chocolate Branco,12,37.83,453.96,ChocoFranq 10,Rafael Moura,RS,Online
2023-05-26,Chocolate Com Amêndoas,20,46.73,934.6,ChocoFranq 1,Kamilly Sales,RJ,Online
2024-04-16,Chocolate Zero Açúcar,18,6.78,122.04,ChocoFranq 8,Rafaela Peixoto,DF,Franquia
2023-06-14,Chocolate Vegano,15,7.47,112.05,ChocoFranq 2,Luiz Gustavo Carvalho,PR,Online
2024-01-17,Chocolate Com Amêndoas,15,27.26,408.9,ChocoFranq 8,Davi Lucas Costa,RS,Online
2023-09-23,Chocolate Diet,8,31.32,250.56,ChocoFranq 10,Catarina Farias,RJ,Online
2023-10-23,Chocolate Vegano,13,20.11,261.43,ChocoFranq 1,Isadora Moura,RS,Franquia
2024-03-01,Chocolate Com Menta,17,48.33,821.61,ChocoFranq 7,Lorenzo Silva,SC,Online
2023-07-04,Chocolate Com Amêndoas,16,12.57,201.12,ChocoFranq 3,Juliana Pinto,CE,Franquia
2023-01-30,Chocolate Recheado,11,45.44,499.84,ChocoFranq 3,Isadora Moura,PR,Online
2023-11-03,Chocolate Meio Amargo,17,23.89,406.13,ChocoFranq 10,Ana Júlia Santos,DF,Franquia
2024-03-21,Chocolate Vegano,13,32.95,428.35,ChocoFranq 9,Fernando Silva,SP,Franquia
2023-03-12,Chocolate Com Menta,15,27.11,406.65,ChocoFranq 10,Rafael Moura,PR,Online
